anomalous - adj. 不規則的, 反常的
quell - v. 鎮壓、平息、消除
indebted - adj. 受惠的；感激的
vainglorious - adj. 非常自負的、虛榮心強的
monotonous - adj. 單調的、無聊的
vanquish - v. 征服、克服
intractable - adj. 倔強的、難管的
suspend - v. 暫停；懸掛
rebuff - v. 回絕、斷然拒絕
glut - v./n. 過多、過剩
requiem - n. 安魂曲
prevaricate - v. 支吾其詞、說謊
proselytize - v. 改變信仰、變節
posterity - n. 後世子孫
tepid - adj. 不熱情的、微弱的
irrevocable - adj. 不可撤回的、不可取消的
abashed - adj. 羞愧的
imperial - adj. 帝王的、至尊的
spare - adj. 多餘的；空閒的
delusive - adj. 錯誤的、虛假的
sketchy - adj. 粗略的、不完全的
fancy - v. 想像
n. 喜好；想像；幻想
adj. 精緻的；昂貴的
tonic - adj. 使人精神振奮的、滋補的
vitriol - n. 辛辣的批評、尖酸刻薄
perspicacious - adj. 有穎悟力的、有洞察力的
free-for-all - n. 混戰；混亂
acquittal - n. 宣告無罪、無罪開釋
stoop - v. 彎腰、俯身；屈尊
vicissitude - n. 變遷、興衰
redolent - adj. 芬芳的, 令人想起...的
appeal - v. 訴諸於(+to）；呼籲、懇求
counterproductive - adj. 妨礙達成目標的
enduring - adj. 持久的、不朽的
impalpable - adj. 無法觸及的；不易理解的
unalloyed - adj. 非合金的、純粹的
untenable - adj. 難以防守的、不能防守的
detect - v. 洞察、查明
detection - n. 查出、探獲
distend - v. (使)膨脹、脹大
portend - v. 預示、預先警告
portentous - adj. 預視未來的；凶兆的、徵兆不祥的
exterminate - v. 消滅、滅絕
timorous - adj. 膽小的、膽怯的
distortion - n. 扭曲、曲解
intoxicate - v. 使沉醉、使欣喜若狂、使喝醉
transience - n. 頃刻、無常、稍縱即逝
protract - v. 延長、拖長
tractable - adj. 溫順的、易於駕駛的 [類]docile
tremulous - adj. 震顫的、顫抖的
pay tribute to - phr. 表示敬意
archetypal - adj. 典型的
typify - n. 代表、象徵
adumbrate - v. 預示、遮蔽
umbrage - n. 不快、憤怒
abuse - v. 濫用、妄用、辱罵
pervasive - adj. 瀰漫的、遍佈的
pervade - v. 彌漫、普及
evasive - adj. 迴避的、逃避的
evade - v. 逃避、規避
ambivalent - adj. 矛盾的
aver - v. 極力聲明、斷言、確證
adversary - n. 敵手、對手
convert - v. 轉變、使改變信仰
invert - v. 使上下顛倒、使前後倒置
perverse - adj. 走上邪路的、墮落的、邪惡的
viable - adj. 可行的、能活下去的
nonviable - adj. 不可行的；無法生存的
reverberant - adj. 回響的、迴盪的
conviction - n. 判罪、堅信
beguile - v. 欺騙、哄騙
intelligible - adj. 可理解的
muddle - v. 混合、使慌亂
profusion - n. 大量、豐富
virtue - n. 美德、優點、潛能
improvise - v. 即興創作、即興表演
provisional - adj. 臨時的、暫時性的
revise - v. 修訂、校訂
vital - adj. 極其重要的、充滿活力的
vivacious - adj. 活潑的、快活的
vociferous - adj. 大聲的、激昂的
volatile - adj. 反覆無常的、揮發性的
convoluted - adj. 費解的、旋繞的
voluble - adj. 健談的、口若懸河的
welter - n. 雜亂無章
carnivorous - adj. 肉食性的
abeyance - v. 暫停、中止
abreast - adv. 並肩的、並排的
absorbing - adj. 有趣的、引人入勝的
abysmal - adj. 糟透的、深不可測的
adolescent - adj. 青春期的、青少年
adulation - n. 諂媚、奉承
allure - v. 誘惑、引誘
aloof - adj. 冷淡的、疏遠的
amalgam - n. 混合物
arcane - adj. 秘密的、深奧難懂的
archaic - adj. 古老的、古體的、過時的
arduous - adj. 費力的、艱難的
astute - adj. 敏銳的、精明的
at odds - phr. 不同於、不一致；對立的；意見不同的
atrocity - n. 殘暴、暴行
avarice - n. 貪得無厭、貪婪
barren - adj. 貧瘠的
bearing - n. 關係、舉止、風度
befuddle - v. 使昏迷、使困惑
bespeak - v. 證明、表示
blunder - v.犯大錯；n. 愚蠢的大錯
brandish - v. 揮舞(武器)、展示
brazen - adj. 厚顏無恥的
bucolic - adj. 鄉村的、田園風味的
burgeoning - adj. 生機勃勃的、迅速發展的
byline - n./v. 報章雜誌標題下署名
cache - n. 儲存處、儲存
cajole - v. 勾引、誘騙
calamity - n. 災難、禍患
calumnious - adj. 誹謗的、中傷的
camouflage - n. 偽裝、掩飾
canned - adj. 千篇一律的
caricature - v. 誇張扭曲 n. 諷刺漫畫
caterwaul - v. 嚎叫、尖叫；大聲抗議；大聲嚷嚷；貓叫春
cerebral - adj. 大腦的、智力的
cliquish - adj. 小集團的
coddle - v. 溺愛、悉心照料
colossal - adj. 巨大的、龐大的
conceivable - adj. 可想到的、可想像的
debacle - n. 潰敗、慘敗
debut - n. 初次登台
decry - v. 責難、誹謗
dense - adj. 稠密的、愚蠢的、難懂的
derelict - adj. 拋棄的、破舊的、棄置的
descry - v. 看見、辨認出
deterioration - n. 惡化、變壞
dire - adj. 非常可怕的、極其嚴重的、悲慘的
discontinuity - n. 不連續性、不一致
disproportionate - adj. 不成比例的、不相稱的
distill - n. 蒸餾、以蒸餾法提取
doldrums - n. 無精打采、憂鬱期、經濟蕭條
drollness - adj. 滑稽的
empiricism - n. 經驗主義、經驗論
exemplify - v. 是...的典型；作為...的例子
extirpate - v. 消滅、根除
extraneous - adj. 多餘的、無直接關係的
fecund - adj. 肥沃的、豐饒的
ferocity - n. 兇猛、激烈
fitfully - adj. 斷續的、不規則的
flagged - adj. 衰弱的
flair - n. 天賦、才華
flaunt - v. 誇耀、炫耀
flippant - adj. 輕率的、輕浮的、無禮的
fluctuate - v. 波動、變動；動搖
flummery - n. 假恭維、胡說
foil - n. 阻饒、挫敗、使受挫折
forebode - v. 預兆、預感
forgo - v. 放棄、拋棄
forthright - adj. 直接的
gainsay - v. 否認、反駁
glean - v. 慢慢搜集、找尋
glut - v./n. 過多、過量
halfhearted - adj. 敷衍的、不認真的
haunt - v. 纏擾、煩憂、鬧鬼
hauteur - n. 自負、傲慢
hedonistic - adj. 享樂主義的
heyday - n. 全盛時期
hitherto - adj. 到目前為止、迄今、至今
hone - n.磨刀石；v. 磨練、修飾
honorific - adj. 榮譽的、表示尊敬的
indigent - adj. 貧窮的、貧困的
inhibit - v. 約束、抑制、壓抑
interplay - n. 交互作用、相互影響
inure - v. 使習慣於、使適應於
invective - adj. 謾罵的
inveigle - v. 哄騙、誘騙
limpid - adj. 清澈的、透明的
overwrought - adj. 過度緊張的、過度激動的
puerile - adj. 幼稚的、孩子氣的、未成熟的、天真的
poignant - adj. 味道濃烈的、令人傷心的、令人充滿同情的
prickly - adj.易怒的
prodigy - n. 神童
rail at - phr. 抱怨
reconnaissance - n. 勘查、偵查、事先考察
scourge - n. 鞭打、嚴逞、嚴斥
rumination - n. 反芻、反思
sardonic - adj. 嘲諷的
shirk - n. 逃避
skulduggery - n. 欺騙、詐欺
slake - v. 平息、使滿足
slapdash - adj. 草率的、倉促的
slur - v. 誹謗、中傷
squander - v. 揮霍、浪費
taxing - adj. 負擔沉重的
trifling - adj. 不重要的、微不足道的
trite - adj. 陳腐的
trivial - adj. 瑣碎的、微不足道的
ungainly - adj. 笨拙的
motley - adj. 雜色的、五顏六色的
nadir - n. 最低點
naysayer - n. 反對者、唱反調的人
numinous - adj. 神秘的、神聖的
obeisance - n. 尊重、敬禮
oscillate - v. 擺動、搖擺
oust - v. 驅逐
outgrowth - 艘長出；自然結果、產物、副產品
perquisite - n. 額外補貼、臨時津貼
jeopardize - v. 危及
layperson - n. 門外漢、外行
nebulous - adj. 不清楚的、模糊的
permeate - v. 滲入、通過
pigeonhole - n. 鴿舍出入口、分類
plastic - adj. 可塑的、易受影響的
prerequisite - adj. 不可或缺的、事先需要的
quarrel - n. 爭吵、分歧
rancor - n. 仇恨、激烈的憎惡
ridge - n. 屋脊、山脊
sarcastic - adj. 諷刺的、挖苦的
scintillate - v. 閃爍；才智煥發
shackle - v. 束縛 n. 腳鐐
shun - v. 避開、躲開
sift - v. 篩、過濾
sound - adj. 健全的、完好的；合理的
spontaneous - adj. 自發的、自主的、自然的
supplement - n. 補充、增加
exhaustive - adj. 詳盡的、徹底的、全面的
anthropogenic - adj. 由人類造成的
